tripduration,starttime,stoptime,start_station_id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth_year,gender
325,53:44.7,59:09.9,3194,McGinley Square,40.72533993,-74.06762213,3280,Astor Place,40.7192822,-74.07126188,45138,Subscriber,1960,1
528,54:47.5,03:35.6,3203,Hamilton Park,40.72759597,-74.04424731,3481,York St,40.71649,-74.04105,30619,Subscriber,1957,1
267,03:23.6,07:51.5,3184,Paulus Hook,40.7141454,-74.0335519,3267,Morris Canal,40.71241882,-74.03852552,42444,Customer,1970,0
243,03:27.9,07:31.6,3203,Hamilton Park,40.72759597,-74.04424731,3273,Manila & 1st,40.72165072,-74.04288411,44319,Customer,1970,0
609,03:50.3,13:59.4,3203,Hamilton Park,40.72759597,-74.04424731,3212,Christ Hospital,40.73478582,-74.05044364,42250,Customer,1970,0
1446,17:45.1,41:51.9,3196,Riverview Park,40.7443187,-74.0439909,3193,Lincoln Park,40.7246051,-74.07840595,41002,Customer,1970,0
1475,24:12.9,48:48.6,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,38139,Customer,1970,0
483,30:50.6,38:54.1,3639,Harborside,40.7192517,-74.034234,3272,Jersey & 3rd,40.72333159,-74.04595256,28877,Customer,1988,1
142,34:11.6,36:34.4,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3639,Harborside,40.7192517,-74.034234,40465,Customer,1970,0
426,39:00.8,46:06.9,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3278,Monmouth and 6th,40.72568548,-74.04879034,44059,Customer,1970,0
376,39:03.1,45:19.9,3270,Jersey & 6th St,40.72528911,-74.04557168,3481,York St,40.71649,-74.04105,42293,Customer,1970,0
250,49:10.0,53:20.9,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,34039,Customer,1970,0
135,56:41.8,58:57.1,3278,Monmouth and 6th,40.72568548,-74.04879034,3272,Jersey & 3rd,40.72333159,-74.04595256,42108,Subscriber,1987,1
340,57:16.4,02:56.6,3275,Columbus Drive,40.7183552,-74.03891444,3199,Newport Pkwy,40.7287448,-74.0321082,35155,Customer,1970,0
204,57:21.5,00:46.2,3211,Newark Ave,40.72152515,-74.04630454,3275,Columbus Drive,40.7183552,-74.03891444,45256,Subscriber,1973,1
208,01:51.7,05:20.7,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,41838,Customer,1970,0
1320,08:48.7,30:48.9,3210,Pershing Field,40.74267714,-74.05178863,3280,Astor Place,40.7192822,-74.07126188,45582,Customer,1970,0
1863,09:22.1,40:25.9,3184,Paulus Hook,40.7141454,-74.0335519,3203,Hamilton Park,40.72759597,-74.04424731,42150,Customer,1970,0
147,15:34.4,18:01.7,3272,Jersey & 3rd,40.72333159,-74.04595256,3278,Monmouth and 6th,40.72568548,-74.04879034,40443,Subscriber,1987,1
1117,23:35.6,42:13.5,3678,Fairmount Ave,40.72572614,-74.07195926,3199,Newport Pkwy,40.7287448,-74.0321082,42582,Customer,1970,0
211,24:50.1,28:21.9,3269,Brunswick & 6th,40.72601173,-74.05038893,3203,Hamilton Park,40.72759597,-74.04424731,42470,Customer,1970,0
632,26:21.7,36:54.5,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3187,Warren St,40.7211236,-74.03805095,42307,Subscriber,1979,1
406,27:40.2,34:26.9,3481,York St,40.71649,-74.04105,3202,Newport PATH,40.7272235,-74.0337589,44415,Customer,1970,0
2263,27:41.6,05:25.4,3186,Grove St PATH,40.71958612,-74.04311746,3186,Grove St PATH,40.71958612,-74.04311746,45352,Customer,1970,0
297,29:53.7,34:50.8,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.7308971,-74.06391263,44683,Customer,1970,0
255,32:06.0,36:21.1,3269,Brunswick & 6th,40.72601173,-74.05038893,3203,Hamilton Park,40.72759597,-74.04424731,42596,Customer,1970,0
127,36:03.5,38:11.3,3185,City Hall,40.7177325,-74.043845,3276,Marin Light Rail,40.71458404,-74.04281706,42796,Customer,1970,0
169,42:36.0,45:25.5,3269,Brunswick & 6th,40.72601173,-74.05038893,3272,Jersey & 3rd,40.72333159,-74.04595256,32971,Customer,1970,0
373,44:11.5,50:25.2,3267,Morris Canal,40.71241882,-74.03852552,3186,Grove St PATH,40.71958612,-74.04311746,42525,Customer,1970,0
246,44:27.1,48:33.9,3195,Sip Ave,40.7308971,-74.06391263,3194,McGinley Square,40.72533993,-74.06762213,42177,Customer,1970,0
460,44:52.8,52:32.9,3195,Sip Ave,40.7308971,-74.06391263,3194,McGinley Square,40.72533993,-74.06762213,44683,Customer,1970,0
175,45:44.8,48:40.4,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,42434,Customer,1970,0
418,46:01.3,53:00.0,3192,Liberty Light Rail,40.7112423,-74.0557013,3483,Montgomery St,40.71942,-74.05099,47198,Customer,1970,0
534,54:53.3,03:48.1,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3192,Liberty Light Rail,40.7112423,-74.0557013,39329,Customer,1970,0
1665,55:58.2,23:43.4,3681,Grand St,40.71517768,-74.03768331,3187,Warren St,40.7211236,-74.03805095,33911,Customer,1970,0
190,58:02.3,01:12.7,3273,Manila & 1st,40.72165072,-74.04288411,3278,Monmouth and 6th,40.72568548,-74.04879034,44721,Customer,1970,0
229,01:00.5,04:50.3,3272,Jersey & 3rd,40.72333159,-74.04595256,3269,Brunswick & 6th,40.72601173,-74.05038893,33567,Customer,1970,0
117,05:31.9,07:29.7,3203,Hamilton Park,40.72759597,-74.04424731,3272,Jersey & 3rd,40.72333159,-74.04595256,45726,Customer,1970,0
477,08:15.1,16:12.4,3186,Grove St PATH,40.71958612,-74.04311746,3192,Liberty Light Rail,40.7112423,-74.0557013,42434,Customer,1970,0
343,21:11.3,26:54.7,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,45683,Customer,1970,0
425,21:17.1,28:22.5,3186,Grove St PATH,40.71958612,-74.04311746,3270,Jersey & 6th St,40.72528911,-74.04557168,40093,Customer,1970,0
646,23:08.8,33:55.3,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3205,JC Medical Center,40.71653978,-74.04963791,39571,Customer,1970,0
148,23:14.1,25:42.6,3184,Paulus Hook,40.7141454,-74.0335519,3184,Paulus Hook,40.7141454,-74.0335519,40308,Subscriber,1979,1
393,25:05.2,31:38.8,3639,Harborside,40.7192517,-74.034234,3202,Newport PATH,40.7272235,-74.0337589,42206,Customer,1970,0
737,26:17.4,38:35.2,3184,Paulus Hook,40.7141454,-74.0335519,3203,Hamilton Park,40.72759597,-74.04424731,42823,Subscriber,1979,1
732,27:10.3,39:23.0,3192,Liberty Light Rail,40.7112423,-74.0557013,3211,Newark Ave,40.72152515,-74.04630454,39329,Subscriber,1976,2
316,33:22.5,38:39.3,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3186,Grove St PATH,40.71958612,-74.04311746,44576,Customer,1970,0
268,34:14.5,38:43.3,3679,Bergen Ave,40.72210379,-74.071455,3195,Sip Ave,40.7308971,-74.06391263,44229,Customer,1970,0
761,34:31.3,47:13.0,3184,Paulus Hook,40.7141454,-74.0335519,3205,JC Medical Center,40.71653978,-74.04963791,38930,Customer,1970,0
2635,34:59.1,18:54.2,3205,JC Medical Center,40.71653978,-74.04963791,3185,City Hall,40.7177325,-74.043845,39571,Customer,1970,0
453,40:06.1,47:39.5,3195,Sip Ave,40.7308971,-74.06391263,3678,Fairmount Ave,40.72572614,-74.07195926,44229,Customer,1970,0
517,40:53.0,49:31.0,3194,McGinley Square,40.72533993,-74.06762213,3220,5 Corners Library,40.73496102,-74.05950308,44683,Subscriber,1970,1
805,42:20.9,55:46.5,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3193,Lincoln Park,40.7246051,-74.07840595,49257,Customer,1970,0
429,44:46.0,51:55.9,3220,5 Corners Library,40.73496102,-74.05950308,3281,Leonard Gordon Park,40.74590997,-74.05727148,44401,Customer,1970,0
645,50:38.2,01:23.5,3195,Sip Ave,40.7308971,-74.06391263,3210,Pershing Field,40.74267714,-74.05178863,42191,Customer,1970,0
2313,51:28.9,30:02.3,3210,Pershing Field,40.74267714,-74.05178863,3281,Leonard Gordon Park,40.74590997,-74.05727148,42915,Customer,1970,0
1177,53:08.1,12:45.1,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.72759597,-74.04424731,46465,Customer,1970,0
331,56:11.9,01:43.6,3187,Warren St,40.7211236,-74.03805095,3681,Grand St,40.71517768,-74.03768331,33911,Customer,1970,0
375,01:44.2,07:59.4,3677,Glenwood Ave,40.72755147,-74.07106072,3195,Sip Ave,40.7308971,-74.06391263,29832,Customer,1970,0
300,01:57.7,06:57.8,3195,Sip Ave,40.7308971,-74.06391263,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42575,Customer,1970,0
618,02:46.2,13:04.7,3202,Newport PATH,40.7272235,-74.0337589,3276,Marin Light Rail,40.71458404,-74.04281706,42206,Customer,1970,0
540,02:49.8,11:49.9,3184,Paulus Hook,40.7141454,-74.0335519,3273,Manila & 1st,40.72165072,-74.04288411,42485,Subscriber,1983,1
152,04:17.5,06:49.6,3209,Brunswick St,40.7241765,-74.0506564,3211,Newark Ave,40.72152515,-74.04630454,33859,Customer,1970,0
257,04:51.2,09:09.0,3202,Newport PATH,40.7272235,-74.0337589,3187,Warren St,40.7211236,-74.03805095,44333,Customer,1970,0
390,05:16.4,11:46.7,3275,Columbus Drive,40.7183552,-74.03891444,3638,Washington St,40.7242941,-74.0354826,47252,Customer,1970,0
181,07:07.6,10:08.8,3272,Jersey & 3rd,40.72333159,-74.04595256,3269,Brunswick & 6th,40.72601173,-74.05038893,42837,Customer,1970,0
992,07:40.3,24:13.0,3203,Hamilton Park,40.72759597,-74.04424731,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,41336,Customer,1970,0
357,10:55.2,16:53.2,3269,Brunswick & 6th,40.72601173,-74.05038893,3186,Grove St PATH,40.71958612,-74.04311746,33567,Customer,1970,0
278,18:00.3,22:39.0,3186,Grove St PATH,40.71958612,-74.04311746,3270,Jersey & 6th St,40.72528911,-74.04557168,44703,Customer,1970,0
213,18:27.1,22:00.8,3267,Morris Canal,40.71241882,-74.03852552,3184,Paulus Hook,40.7141454,-74.0335519,44920,Subscriber,1970,0
573,19:40.3,29:13.4,3280,Astor Place,40.7192822,-74.07126188,3195,Sip Ave,40.7308971,-74.06391263,34048,Customer,1970,0
915,19:53.3,35:08.6,3187,Warren St,40.7211236,-74.03805095,3195,Sip Ave,40.7308971,-74.06391263,44333,Subscriber,1968,1
269,23:47.0,28:16.2,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,41838,Customer,1970,0
563,28:00.1,37:23.3,3275,Columbus Drive,40.7183552,-74.03891444,3275,Columbus Drive,40.7183552,-74.03891444,45959,Customer,1970,0
620,28:52.9,39:13.3,3185,City Hall,40.7177325,-74.043845,3203,Hamilton Park,40.72759597,-74.04424731,42422,Customer,1970,0
381,29:25.4,35:46.4,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3276,Marin Light Rail,40.71458404,-74.04281706,39740,Customer,1970,0
630,30:22.3,40:53.0,3681,Grand St,40.71517768,-74.03768331,3199,Newport Pkwy,40.7287448,-74.0321082,42153,Customer,1970,0
1563,30:41.1,56:44.5,3678,Fairmount Ave,40.72572614,-74.07195926,3198,Heights Elevator,40.74871595,-74.0404433,45339,Customer,1970,0
728,32:31.4,44:39.7,3186,Grove St PATH,40.71958612,-74.04311746,3192,Liberty Light Rail,40.7112423,-74.0557013,33567,Customer,1970,0
327,36:29.4,41:56.9,3270,Jersey & 6th St,40.72528911,-74.04557168,3187,Warren St,40.7211236,-74.03805095,40093,Customer,1970,0
225,37:24.8,41:10.8,3211,Newark Ave,40.72152515,-74.04630454,3269,Brunswick & 6th,40.72601173,-74.05038893,39329,Customer,1970,0
453,38:46.7,46:20.1,3202,Newport PATH,40.7272235,-74.0337589,3639,Harborside,40.7192517,-74.034234,48932,Customer,1970,0
1519,38:53.9,04:13.0,3184,Paulus Hook,40.7141454,-74.0335519,3203,Hamilton Park,40.72759597,-74.04424731,44920,Customer,1970,0
968,41:32.0,57:40.3,3185,City Hall,40.7177325,-74.043845,3225,Baldwin at Montgomery,40.7236589,-74.0641943,45967,Customer,1970,0
201,43:40.3,47:01.6,3186,Grove St PATH,40.71958612,-74.04311746,3205,JC Medical Center,40.71653978,-74.04963791,41369,Customer,1970,0
430,43:55.4,51:06.0,3187,Warren St,40.7211236,-74.03805095,3209,Brunswick St,40.7241765,-74.0506564,47255,Customer,1970,0
319,44:34.1,49:54.0,3205,JC Medical Center,40.71653978,-74.04963791,3276,Marin Light Rail,40.71458404,-74.04281706,42249,Subscriber,1987,1
947,45:42.0,01:29.2,3193,Lincoln Park,40.7246051,-74.07840595,3193,Lincoln Park,40.7246051,-74.07840595,41002,Customer,1970,0
245,49:40.3,53:45.7,3184,Paulus Hook,40.7141454,-74.0335519,3267,Morris Canal,40.71241882,-74.03852552,45940,Subscriber,1970,0
412,58:13.6,05:05.9,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3275,Columbus Drive,40.7183552,-74.03891444,38139,Subscriber,1976,1
409,00:15.5,07:05.1,3192,Liberty Light Rail,40.7112423,-74.0557013,3186,Grove St PATH,40.71958612,-74.04311746,42434,Customer,1970,0
214,06:46.5,10:20.6,3195,Sip Ave,40.7308971,-74.06391263,3194,McGinley Square,40.72533993,-74.06762213,44333,Customer,1970,0
364,10:20.7,16:24.8,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,44785,Customer,1970,0
502,11:17.8,19:40.5,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3276,Marin Light Rail,40.71458404,-74.04281706,42601,Customer,1970,0
1288,14:27.7,35:56.3,3678,Fairmount Ave,40.72572614,-74.07195926,3203,Hamilton Park,40.72759597,-74.04424731,35358,Customer,1970,0
772,15:05.1,27:57.1,3214,Essex Light Rail,40.7127742,-74.0364857,3640,Journal Square,40.73367,-74.0625,44556,Customer,1970,0
682,19:45.0,31:07.1,3186,Grove St PATH,40.71958612,-74.04311746,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42308,Customer,1970,0
199,20:04.8,23:24.3,3186,Grove St PATH,40.71958612,-74.04311746,3270,Jersey & 6th St,40.72528911,-74.04557168,40168,Customer,1970,0
117,21:44.5,23:42.3,3278,Monmouth and 6th,40.72568548,-74.04879034,3211,Newark Ave,40.72152515,-74.04630454,42456,Customer,1970,0
493,21:49.7,30:03.3,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,44229,Customer,1970,0
214,30:42.6,34:16.9,3203,Hamilton Park,40.72759597,-74.04424731,3269,Brunswick & 6th,40.72601173,-74.05038893,34039,Customer,1970,0
696,35:58.0,47:34.6,3199,Newport Pkwy,40.7287448,-74.0321082,3681,Grand St,40.71517768,-74.03768331,42174,Customer,1970,0
2269,36:25.4,14:14.6,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,35358,Customer,1970,0
501,43:33.5,51:55.1,3270,Jersey & 6th St,40.72528911,-74.04557168,3270,Jersey & 6th St,40.72528911,-74.04557168,40168,Customer,1970,0
636,44:07.4,54:44.3,3211,Newark Ave,40.72152515,-74.04630454,3214,Essex Light Rail,40.7127742,-74.0364857,42456,Subscriber,1976,2
340849,57:12.0,38:01.9,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,43352,Customer,1970,0
153,58:43.6,01:16.7,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3639,Harborside,40.7192517,-74.034234,43997,Customer,1970,0
154,01:23.3,03:57.8,3186,Grove St PATH,40.71958612,-74.04311746,3279,Dixon Mills,40.72163014,-74.04996783,31483,Customer,1970,0
197,07:51.3,11:09.0,3186,Grove St PATH,40.71958612,-74.04311746,3276,Marin Light Rail,40.71458404,-74.04281706,26469,Customer,1970,0
215,08:30.9,12:06.1,3186,Grove St PATH,40.71958612,-74.04311746,3270,Jersey & 6th St,40.72528911,-74.04557168,27403,Subscriber,1956,1
1056,11:39.7,29:16.5,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3199,Newport Pkwy,40.7287448,-74.0321082,38515,Customer,1970,0
463,12:00.8,19:44.0,3279,Dixon Mills,40.72163014,-74.04996783,3639,Harborside,40.7192517,-74.034234,28874,Customer,1970,0
364,14:08.4,20:13.2,3202,Newport PATH,40.7272235,-74.0337589,3273,Manila & 1st,40.72165072,-74.04288411,32575,Customer,1970,0
200,14:12.1,17:32.7,3205,JC Medical Center,40.71653978,-74.04963791,3185,City Hall,40.7177325,-74.043845,40440,Customer,1970,0
1325,14:36.0,36:41.8,3203,Hamilton Park,40.72759597,-74.04424731,3677,Glenwood Ave,40.72755147,-74.07106072,35358,Customer,1970,0
146,16:35.4,19:02.0,3186,Grove St PATH,40.71958612,-74.04311746,3279,Dixon Mills,40.72163014,-74.04996783,45363,Customer,1970,0
290,22:59.6,27:50.5,3214,Essex Light Rail,40.7127742,-74.0364857,3276,Marin Light Rail,40.71458404,-74.04281706,45543,Customer,1970,0
288,24:04.4,28:53.0,3483,Montgomery St,40.71942,-74.05099,3185,City Hall,40.7177325,-74.043845,42788,Subscriber,1958,1
348,26:02.1,31:50.7,3187,Warren St,40.7211236,-74.03805095,3270,Jersey & 6th St,40.72528911,-74.04557168,40866,Customer,1970,0
272,26:40.1,31:12.9,3187,Warren St,40.7211236,-74.03805095,3184,Paulus Hook,40.7141454,-74.0335519,43098,Customer,1970,0
5894,28:51.1,07:05.3,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,42422,Customer,1970,0
5846,29:33.7,07:00.5,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,46465,Customer,1970,0
486,29:51.5,37:57.5,3194,McGinley Square,40.72533993,-74.06762213,3640,Journal Square,40.73367,-74.0625,42177,Subscriber,1989,1
531,30:07.9,38:59.6,3185,City Hall,40.7177325,-74.043845,3192,Liberty Light Rail,40.7112423,-74.0557013,42788,Subscriber,1958,1
369,30:28.6,36:38.2,3184,Paulus Hook,40.7141454,-74.0335519,3187,Warren St,40.7211236,-74.03805095,44505,Subscriber,1970,0
2302,41:15.8,19:38.6,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42788,Subscriber,1958,1
2738,42:56.6,28:34.7,3273,Manila & 1st,40.72165072,-74.04288411,3205,JC Medical Center,40.71653978,-74.04963791,44664,Customer,1970,0
393,46:24.3,52:57.3,3267,Morris Canal,40.71241882,-74.03852552,3186,Grove St PATH,40.71958612,-74.04311746,42444,Customer,1970,0
71,51:05.8,52:17.2,3186,Grove St PATH,40.71958612,-74.04311746,3185,City Hall,40.7177325,-74.043845,44385,Customer,1970,0
134,52:25.3,54:39.4,3185,City Hall,40.7177325,-74.043845,3276,Marin Light Rail,40.71458404,-74.04281706,42473,Customer,1970,0
418,53:45.4,00:43.5,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3273,Manila & 1st,40.72165072,-74.04288411,42575,Subscriber,1968,1
470,56:56.0,04:47.0,3202,Newport PATH,40.7272235,-74.0337589,3187,Warren St,40.7211236,-74.03805095,44415,Subscriber,1978,1
1195,03:13.7,23:09.2,3202,Newport PATH,40.7272235,-74.0337589,3198,Heights Elevator,40.74871595,-74.0404433,25265,Customer,1970,0
740,07:56.0,20:16.5,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,3194,McGinley Square,40.72533993,-74.06762213,44916,Customer,1970,0
399,09:35.5,16:15.0,3186,Grove St PATH,40.71958612,-74.04311746,3267,Morris Canal,40.71241882,-74.03852552,42434,Customer,1970,0
236,23:19.2,27:15.9,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,42444,Customer,1970,0
358,30:00.6,35:59.5,3205,JC Medical Center,40.71653978,-74.04963791,3273,Manila & 1st,40.72165072,-74.04288411,44664,Customer,1970,0
260,33:39.9,38:00.8,3195,Sip Ave,40.7308971,-74.06391263,3194,McGinley Square,40.72533993,-74.06762213,34048,Customer,1970,0
641,36:46.5,47:27.7,3640,Journal Square,40.73367,-74.0625,3199,Newport Pkwy,40.7287448,-74.0321082,44556,Customer,1970,0
592,36:47.9,46:40.0,3202,Newport PATH,40.7272235,-74.0337589,3272,Jersey & 3rd,40.72333159,-74.04595256,45350,Subscriber,1996,1
76,38:19.4,39:36.0,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,38515,Customer,1970,0
452,58:20.5,05:53.5,3186,Grove St PATH,40.71958612,-74.04311746,3192,Liberty Light Rail,40.7112423,-74.0557013,27655,Customer,1970,0
2507,08:48.6,50:36.1,3210,Pershing Field,40.74267714,-74.05178863,3640,Journal Square,40.73367,-74.0625,43824,Customer,1970,0
199,25:04.5,28:24.1,3186,Grove St PATH,40.71958612,-74.04311746,3276,Marin Light Rail,40.71458404,-74.04281706,47254,Customer,1970,0
876,38:32.7,53:09.1,3199,Newport Pkwy,40.7287448,-74.0321082,3483,Montgomery St,40.71942,-74.05099,42582,Subscriber,1958,1
224,48:35.3,52:19.6,3186,Grove St PATH,40.71958612,-74.04311746,3205,JC Medical Center,40.71653978,-74.04963791,32526,Subscriber,1977,1
1283,08:43.9,30:07.4,3206,Hilltop,40.7311689,-74.0575736,3280,Astor Place,40.7192822,-74.07126188,44774,Customer,1970,0
180,42:07.0,45:07.0,3186,Grove St PATH,40.71958612,-74.04311746,3270,Jersey & 6th St,40.72528911,-74.04557168,43803,Customer,1970,0
311,48:29.2,53:41.2,3195,Sip Ave,40.7308971,-74.06391263,3225,Baldwin at Montgomery,40.7236589,-74.0641943,44229,Customer,1970,0
305,17:27.7,22:33.3,3199,Newport Pkwy,40.7287448,-74.0321082,3187,Warren St,40.7211236,-74.03805095,44556,Customer,1970,0
166,36:38.9,39:25.3,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,44333,Customer,1970,0
433,37:41.6,44:54.9,3199,Newport Pkwy,40.7287448,-74.0321082,3184,Paulus Hook,40.7141454,-74.0335519,35155,Customer,1970,0
349,38:16.7,44:06.3,3276,Marin Light Rail,40.71458404,-74.04281706,3638,Washington St,40.7242941,-74.0354826,42796,Customer,1970,0
198,46:30.7,49:48.9,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,47255,Customer,1970,0
481,54:58.1,02:59.3,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,3199,Newport Pkwy,40.7287448,-74.0321082,42825,Customer,1970,0
540,08:34.1,17:34.5,3203,Hamilton Park,40.72759597,-74.04424731,3184,Paulus Hook,40.7141454,-74.0335519,42150,Customer,1970,0
133,19:06.2,21:19.8,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,44403,Subscriber,1977,1
915,26:00.0,41:15.8,3694,Jackson Square,40.71113,-74.0789,3184,Paulus Hook,40.7141454,-74.0335519,39342,Customer,1970,0
321,28:54.3,34:15.9,3187,Warren St,40.7211236,-74.03805095,3199,Newport Pkwy,40.7287448,-74.0321082,44505,Customer,1970,0
2664,29:23.5,13:48.1,3267,Morris Canal,40.71241882,-74.03852552,3267,Morris Canal,40.71241882,-74.03852552,42434,Customer,1970,0
801,33:46.6,47:08.2,3203,Hamilton Park,40.72759597,-74.04424731,3184,Paulus Hook,40.7141454,-74.0335519,46465,Subscriber,1977,2
131,33:51.6,36:02.6,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,45363,Customer,1970,0
569,37:44.0,47:13.7,3268,Lafayette Park,40.71346383,-74.06285852,3186,Grove St PATH,40.71958612,-74.04311746,43974,Customer,1970,0
1367,38:59.8,01:47.5,3193,Lincoln Park,40.7246051,-74.07840595,3199,Newport Pkwy,40.7287448,-74.0321082,36662,Customer,1970,0
258,39:07.9,43:26.0,3270,Jersey & 6th St,40.72528911,-74.04557168,3202,Newport PATH,40.7272235,-74.0337589,43803,Customer,1970,0
844,48:04.4,02:08.6,3268,Lafayette Park,40.71346383,-74.06285852,3186,Grove St PATH,40.71958612,-74.04311746,39661,Subscriber,1980,1
200,55:26.2,58:47.2,3212,Christ Hospital,40.73478582,-74.05044364,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,42250,Customer,1970,0
372,56:18.6,02:31.1,3199,Newport Pkwy,40.7287448,-74.0321082,3187,Warren St,40.7211236,-74.03805095,44505,Customer,1970,0
379,56:59.0,03:18.5,3269,Brunswick & 6th,40.72601173,-74.05038893,3186,Grove St PATH,40.71958612,-74.04311746,39329,Customer,1970,0
449,10:54.0,18:23.4,3268,Lafayette Park,40.71346383,-74.06285852,3276,Marin Light Rail,40.71458404,-74.04281706,46529,Customer,1970,0
283,13:13.3,17:56.5,3213,Van Vorst Park,40.71848892,-74.04772663,3185,City Hall,40.7177325,-74.043845,45354,Subscriber,1986,1
476,17:36.6,25:33.3,3278,Monmouth and 6th,40.72568548,-74.04879034,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,40443,Customer,1970,0
235,18:09.3,22:04.6,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,42473,Customer,1970,0
245,20:30.1,24:35.4,3269,Brunswick & 6th,40.72601173,-74.05038893,3211,Newark Ave,40.72152515,-74.04630454,42837,Customer,1970,0
277,21:34.8,26:12.0,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,40168,Subscriber,1981,1
215,25:29.7,29:04.8,3205,JC Medical Center,40.71653978,-74.04963791,3186,Grove St PATH,40.71958612,-74.04311746,44392,Customer,1970,0
157,29:47.5,32:24.6,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,26469,Customer,1970,0
706,30:23.8,42:10.5,3210,Pershing Field,40.74267714,-74.05178863,3195,Sip Ave,40.7308971,-74.06391263,42191,Subscriber,1991,1
344,42:21.9,48:06.4,3278,Monmouth and 6th,40.72568548,-74.04879034,3186,Grove St PATH,40.71958612,-74.04311746,31060,Subscriber,1995,2
437,43:13.6,50:31.1,3639,Harborside,40.7192517,-74.034234,3639,Harborside,40.7192517,-74.034234,45264,Customer,1970,0
750,43:30.5,56:01.2,3638,Washington St,40.7242941,-74.0354826,3276,Marin Light Rail,40.71458404,-74.04281706,38460,Customer,1970,0
251,50:26.2,54:37.9,3275,Columbus Drive,40.7183552,-74.03891444,3184,Paulus Hook,40.7141454,-74.0335519,43543,Customer,1970,0
540,51:34.3,00:34.5,3192,Liberty Light Rail,40.7112423,-74.0557013,3186,Grove St PATH,40.71958612,-74.04311746,45261,Customer,1970,0
630,59:09.9,09:40.2,3205,JC Medical Center,40.71653978,-74.04963791,3202,Newport PATH,40.7272235,-74.0337589,44989,Customer,1970,0
501,02:26.3,10:48.0,3279,Dixon Mills,40.72163014,-74.04996783,3184,Paulus Hook,40.7141454,-74.0335519,42343,Customer,1970,0
90,07:12.5,08:43.1,3638,Washington St,40.7242941,-74.0354826,3202,Newport PATH,40.7272235,-74.0337589,42277,Customer,1970,0
