tripduration,starttime,stoptime,start_station_id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth_year,gender
1580,46:29.4,12:49.5,3199,Newport Pkwy,40.7287448,-74.0321082,3275,Columbus Drive,40.7183552,-74.03891444,43803,Customer,1970,0
490,55:22.0,03:32.7,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3199,Newport Pkwy,40.7287448,-74.0321082,42838,Customer,1970,0
164,56:54.1,59:38.8,3203,Hamilton Park,40.72759597,-74.04424731,3272,Jersey & 3rd,40.72333159,-74.04595256,39055,Customer,1970,0
404,57:46.2,04:31.1,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.0337589,42363,Customer,1970,0
390,58:15.9,04:46.2,3186,Grove St PATH,40.71958612,-74.04311746,3186,Grove St PATH,40.71958612,-74.04311746,42159,Customer,1970,0
394,04:27.7,11:02.4,3187,Warren St,40.7211236,-74.03805095,3199,Newport Pkwy,40.7287448,-74.0321082,45343,Customer,1970,0
278,06:17.6,10:56.0,3184,Paulus Hook,40.7141454,-74.0335519,3187,Warren St,40.7211236,-74.03805095,44721,Customer,1970,0
711,06:18.6,18:10.0,3267,Morris Canal,40.71241882,-74.03852552,3638,Washington St,40.7242941,-74.0354826,41620,Customer,1970,0
1038,07:12.8,24:31.2,3211,Newark Ave,40.72152515,-74.04630454,3211,Newark Ave,40.72152515,-74.04630454,44422,Customer,1970,0
1124,10:26.9,29:11.8,3276,Marin Light Rail,40.71458404,-74.04281706,3678,Fairmount Ave,40.72572614,-74.07195926,39685,Customer,1970,0
412,11:13.7,18:05.7,3187,Warren St,40.7211236,-74.03805095,3184,Paulus Hook,40.7141454,-74.0335519,39421,Customer,1970,0
601,13:49.3,23:51.1,3206,Hilltop,40.7311689,-74.0575736,3280,Astor Place,40.7192822,-74.07126188,42805,Customer,1970,0
306,13:57.6,19:04.6,3273,Manila & 1st,40.72165072,-74.04288411,3278,Monmouth and 6th,40.72568548,-74.04879034,28458,Customer,1970,0
1413,16:25.7,39:59.1,3203,Hamilton Park,40.72759597,-74.04424731,3677,Glenwood Ave,40.72755147,-74.07106072,43544,Customer,1970,0
822,17:37.4,31:20.3,3681,Grand St,40.71517768,-74.03768331,3186,Grove St PATH,40.71958612,-74.04311746,42432,Subscriber,1970,1
450,17:41.0,25:11.5,3185,City Hall,40.7177325,-74.043845,3267,Morris Canal,40.71241882,-74.03852552,27654,Customer,1970,0
1818,18:08.8,48:27.8,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,3193,Lincoln Park,40.7246051,-74.07840595,42417,Subscriber,1973,0
101,19:28.0,21:10.0,3272,Jersey & 3rd,40.72333159,-74.04595256,3270,Jersey & 6th St,40.72528911,-74.04557168,42108,Customer,1970,0
502,19:53.0,28:15.8,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3272,Jersey & 3rd,40.72333159,-74.04595256,30360,Customer,1970,0
2484,25:14.2,06:38.8,3198,Heights Elevator,40.74871595,-74.0404433,3187,Warren St,40.7211236,-74.03805095,47256,Customer,1970,0
167,41:03.1,43:51.1,3186,Grove St PATH,40.71958612,-74.04311746,3276,Marin Light Rail,40.71458404,-74.04281706,42473,Customer,1970,0
557,41:39.1,50:56.9,3186,Grove St PATH,40.71958612,-74.04311746,3185,City Hall,40.7177325,-74.043845,34039,Subscriber,1977,1
239,47:37.2,51:37.0,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,42432,Customer,1970,0
1450,49:37.2,13:47.2,3193,Lincoln Park,40.7246051,-74.07840595,3193,Lincoln Park,40.7246051,-74.07840595,42417,Subscriber,1973,0
2359,59:56.6,39:16.4,3273,Manila & 1st,40.72165072,-74.04288411,3273,Manila & 1st,40.72165072,-74.04288411,46465,Customer,1970,0
403,03:22.4,10:05.6,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,42434,Customer,1970,0
659,06:09.4,17:08.9,3202,Newport PATH,40.7272235,-74.0337589,3272,Jersey & 3rd,40.72333159,-74.04595256,42363,Subscriber,1996,1
199,14:31.9,17:51.7,3270,Jersey & 6th St,40.72528911,-74.04557168,3273,Manila & 1st,40.72165072,-74.04288411,27655,Customer,1970,0
1959,16:07.2,48:47.1,3193,Lincoln Park,40.7246051,-74.07840595,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,42417,Subscriber,1973,0
386,30:32.5,36:58.6,3638,Washington St,40.7242941,-74.0354826,3681,Grand St,40.71517768,-74.03768331,45959,Customer,1991,1
248,35:55.8,40:04.4,3186,Grove St PATH,40.71958612,-74.04311746,3270,Jersey & 6th St,40.72528911,-74.04557168,39391,Subscriber,1970,1
451,37:07.3,44:39.0,3199,Newport Pkwy,40.7287448,-74.0321082,3187,Warren St,40.7211236,-74.03805095,45343,Customer,1970,0
668,42:57.2,54:06.0,3639,Harborside,40.7192517,-74.034234,3270,Jersey & 6th St,40.72528911,-74.04557168,40954,Customer,1970,0
824,48:23.0,02:07.2,3214,Essex Light Rail,40.7127742,-74.0364857,3209,Brunswick St,40.7241765,-74.0506564,41244,Customer,1970,0
1095,50:04.9,08:20.4,3185,City Hall,40.7177325,-74.043845,3202,Newport PATH,40.7272235,-74.0337589,34039,Customer,1970,0
1543,53:00.2,18:43.8,3211,Newark Ave,40.72152515,-74.04630454,3211,Newark Ave,40.72152515,-74.04630454,31244,Customer,1970,0
1434,53:05.7,16:59.9,3211,Newark Ave,40.72152515,-74.04630454,3276,Marin Light Rail,40.71458404,-74.04281706,28433,Customer,1970,0
1744,54:46.4,23:51.1,3211,Newark Ave,40.72152515,-74.04630454,3276,Marin Light Rail,40.71458404,-74.04281706,46627,Customer,1970,0
1620,56:56.5,23:57.4,3211,Newark Ave,40.72152515,-74.04630454,3211,Newark Ave,40.72152515,-74.04630454,38515,Customer,1970,0
1594,56:57.2,23:31.6,3211,Newark Ave,40.72152515,-74.04630454,3276,Marin Light Rail,40.71458404,-74.04281706,33859,Customer,1970,0
374,04:30.7,10:45.2,3187,Warren St,40.7211236,-74.03805095,3184,Paulus Hook,40.7141454,-74.0335519,45343,Customer,1970,0
250,10:42.9,14:53.1,3185,City Hall,40.7177325,-74.043845,3276,Marin Light Rail,40.71458404,-74.04281706,31794,Customer,1970,0
1772,28:11.2,57:44.1,3272,Jersey & 3rd,40.72333159,-74.04595256,3638,Washington St,40.7242941,-74.0354826,42363,Customer,1970,0
270,43:59.6,48:29.9,3481,York St,40.71649,-74.04105,3272,Jersey & 3rd,40.72333159,-74.04595256,38990,Customer,1970,0
137,55:48.9,58:06.2,3211,Newark Ave,40.72152515,-74.04630454,3270,Jersey & 6th St,40.72528911,-74.04557168,44852,Customer,1970,0
441,58:21.1,05:42.4,3278,Monmouth and 6th,40.72568548,-74.04879034,3276,Marin Light Rail,40.71458404,-74.04281706,27777,Customer,1970,0
1184,01:16.4,21:01.2,3694,Jackson Square,40.71113,-74.0789,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,40907,Customer,1970,0
239,04:03.8,08:03.2,3272,Jersey & 3rd,40.72333159,-74.04595256,3186,Grove St PATH,40.71958612,-74.04311746,44556,Customer,1970,0
176,06:20.6,09:16.8,3186,Grove St PATH,40.71958612,-74.04311746,3276,Marin Light Rail,40.71458404,-74.04281706,31483,Customer,1970,0
349,07:29.7,13:19.2,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,43236,Customer,1970,0
72,10:57.5,12:10.0,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,42452,Customer,1970,0
292,20:12.9,25:05.6,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,39685,Customer,1970,0
178,31:07.0,34:05.1,3273,Manila & 1st,40.72165072,-74.04288411,3209,Brunswick St,40.7241765,-74.0506564,47198,Customer,1970,0
291,36:01.3,40:52.8,3186,Grove St PATH,40.71958612,-74.04311746,3184,Paulus Hook,40.7141454,-74.0335519,44316,Customer,1970,0
442,02:10.7,09:33.1,3681,Grand St,40.71517768,-74.03768331,3199,Newport Pkwy,40.7287448,-74.0321082,45959,Customer,1991,1
180,06:35.7,09:36.6,3186,Grove St PATH,40.71958612,-74.04311746,3276,Marin Light Rail,40.71458404,-74.04281706,44556,Customer,1970,0
654,18:44.9,29:39.7,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.0337589,44388,Customer,1970,0
195,41:35.0,44:50.6,3186,Grove St PATH,40.71958612,-74.04311746,3270,Jersey & 6th St,40.72528911,-74.04557168,42331,Customer,1970,0
412,47:40.8,54:32.9,3195,Sip Ave,40.7308971,-74.06391263,3225,Baldwin at Montgomery,40.7236589,-74.0641943,39685,Customer,1970,0
2928,16:06.0,04:54.1,3275,Columbus Drive,40.7183552,-74.03891444,3275,Columbus Drive,40.7183552,-74.03891444,42456,Customer,1970,0
649,07:56.6,18:45.8,3678,Fairmount Ave,40.72572614,-74.07195926,3186,Grove St PATH,40.71958612,-74.04311746,41838,Customer,1970,0
323,26:19.3,31:42.7,3199,Newport Pkwy,40.7287448,-74.0321082,3275,Columbus Drive,40.7183552,-74.03891444,45959,Customer,1970,0
165,48:23.8,51:09.4,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,42432,Customer,1970,0
145,04:13.8,06:39.7,3275,Columbus Drive,40.7183552,-74.03891444,3187,Warren St,40.7211236,-74.03805095,45138,Customer,1970,0
335,18:30.1,24:05.9,3681,Grand St,40.71517768,-74.03768331,3186,Grove St PATH,40.71958612,-74.04311746,44209,Customer,1970,0
232,19:28.7,23:21.1,3214,Essex Light Rail,40.7127742,-74.0364857,3275,Columbus Drive,40.7183552,-74.03891444,43637,Customer,1970,0
764,25:23.3,38:08.0,3268,Lafayette Park,40.71346383,-74.06285852,3186,Grove St PATH,40.71958612,-74.04311746,44392,Customer,1970,0
966,25:52.0,41:58.1,3694,Jackson Square,40.71113,-74.0789,3184,Paulus Hook,40.7141454,-74.0335519,44907,Customer,1970,0
112,33:50.3,35:42.4,3639,Harborside,40.7192517,-74.034234,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,40465,Customer,1970,0
115,58:35.1,00:30.1,3270,Jersey & 6th St,40.72528911,-74.04557168,3211,Newark Ave,40.72152515,-74.04630454,40954,Customer,1970,0
226,58:51.0,02:37.5,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3481,York St,40.71649,-74.04105,40465,Customer,1970,0
183,59:51.7,02:55.0,3211,Newark Ave,40.72152515,-74.04630454,3187,Warren St,40.7211236,-74.03805095,31244,Customer,1970,0
342,05:05.9,10:48.3,3269,Brunswick & 6th,40.72601173,-74.05038893,3186,Grove St PATH,40.71958612,-74.04311746,40756,Customer,1970,0
266,09:32.5,13:58.7,3203,Hamilton Park,40.72759597,-74.04424731,3187,Warren St,40.7211236,-74.03805095,42277,Customer,1970,0
511,13:07.0,21:38.6,3268,Lafayette Park,40.71346383,-74.06285852,3276,Marin Light Rail,40.71458404,-74.04281706,42825,Customer,1970,0
153,14:42.1,17:15.7,3213,Van Vorst Park,40.71848892,-74.04772663,3185,City Hall,40.7177325,-74.043845,28012,Subscriber,1986,1
248,21:11.9,25:20.1,3205,JC Medical Center,40.71653978,-74.04963791,3186,Grove St PATH,40.71958612,-74.04311746,38930,Customer,1970,0
182,22:18.4,25:21.4,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,45683,Customer,1970,0
575,24:05.5,33:41.4,3268,Lafayette Park,40.71346383,-74.06285852,3186,Grove St PATH,40.71958612,-74.04311746,42371,Customer,1970,0
428,25:11.8,32:20.2,3278,Monmouth and 6th,40.72568548,-74.04879034,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,44920,Customer,1970,0
600,25:13.8,35:13.8,3203,Hamilton Park,40.72759597,-74.04424731,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42141,Subscriber,1979,1
154,29:27.2,32:01.4,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,26703,Customer,1970,0
472,35:50.7,43:42.9,3192,Liberty Light Rail,40.7112423,-74.0557013,3276,Marin Light Rail,40.71458404,-74.04281706,32440,Customer,1970,0
454,36:06.1,43:40.9,3192,Liberty Light Rail,40.7112423,-74.0557013,3276,Marin Light Rail,40.71458404,-74.04281706,42396,Customer,1970,0
324,39:14.7,44:38.9,3275,Columbus Drive,40.7183552,-74.03891444,3214,Essex Light Rail,40.7127742,-74.0364857,43637,Customer,1970,0
740,41:55.0,54:15.1,3209,Brunswick St,40.7241765,-74.0506564,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,42444,Customer,1970,0
666,46:29.3,57:35.6,3205,JC Medical Center,40.71653978,-74.04963791,3202,Newport PATH,40.7272235,-74.0337589,42614,Customer,1970,0
155,51:46.5,54:21.5,3270,Jersey & 6th St,40.72528911,-74.04557168,3273,Manila & 1st,40.72165072,-74.04288411,39391,Customer,1970,0
146,53:27.7,55:53.8,3275,Columbus Drive,40.7183552,-74.03891444,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,45959,Customer,1970,0
866,55:40.1,10:06.2,3198,Heights Elevator,40.74871595,-74.0404433,3195,Sip Ave,40.7308971,-74.06391263,33361,Customer,1970,0
371,56:38.1,02:50.1,3267,Morris Canal,40.71241882,-74.03852552,3267,Morris Canal,40.71241882,-74.03852552,27654,Customer,1970,0
345,57:25.5,03:11.3,3639,Harborside,40.7192517,-74.034234,3639,Harborside,40.7192517,-74.034234,42150,Customer,1970,0
368,58:20.4,04:29.2,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3269,Brunswick & 6th,40.72601173,-74.05038893,29403,Customer,1970,0
107,59:57.1,01:44.7,3639,Harborside,40.7192517,-74.034234,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,41703,Customer,1970,0
494,00:46.2,09:01.0,3192,Liberty Light Rail,40.7112423,-74.0557013,3186,Grove St PATH,40.71958612,-74.04311746,46340,Customer,1994,1
324,02:06.4,07:31.0,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.0337589,42470,Subscriber,1956,1
267,09:17.7,13:45.3,3187,Warren St,40.7211236,-74.03805095,3211,Newark Ave,40.72152515,-74.04630454,31244,Customer,1970,0
319,10:51.1,16:10.6,3276,Marin Light Rail,40.71458404,-74.04281706,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,39329,Customer,1970,0
359,20:07.1,26:06.3,3269,Brunswick & 6th,40.72601173,-74.05038893,3186,Grove St PATH,40.71958612,-74.04311746,43974,Customer,1970,0
241,22:13.7,26:15.3,3205,JC Medical Center,40.71653978,-74.04963791,3186,Grove St PATH,40.71958612,-74.04311746,43380,Customer,1970,0
1056,25:10.2,42:46.9,3198,Heights Elevator,40.74871595,-74.0404433,3194,McGinley Square,40.72533993,-74.06762213,33959,Customer,1970,0
113,25:41.1,27:34.9,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,47258,Subscriber,1977,1
120,29:52.5,31:52.6,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,40308,Subscriber,1995,2
528,31:57.1,40:45.6,3192,Liberty Light Rail,40.7112423,-74.0557013,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,47255,Customer,1970,0
509,32:32.5,41:02.2,3276,Marin Light Rail,40.71458404,-74.04281706,3192,Liberty Light Rail,40.7112423,-74.0557013,32440,Customer,1970,0
503,32:40.5,41:03.7,3276,Marin Light Rail,40.71458404,-74.04281706,3192,Liberty Light Rail,40.7112423,-74.0557013,42396,Customer,1970,0
89,32:50.9,34:20.5,3270,Jersey & 6th St,40.72528911,-74.04557168,3272,Jersey & 3rd,40.72333159,-74.04595256,42108,Customer,1970,0
83,39:03.7,40:26.8,3272,Jersey & 3rd,40.72333159,-74.04595256,3270,Jersey & 6th St,40.72528911,-74.04557168,42108,Customer,1970,0
389,44:13.8,50:43.4,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.72759597,-74.04424731,44388,Customer,1970,0
334,45:27.3,51:01.9,3195,Sip Ave,40.7308971,-74.06391263,3678,Fairmount Ave,40.72572614,-74.07195926,33361,Customer,1970,0
328,48:07.4,53:35.6,3186,Grove St PATH,40.71958612,-74.04311746,3205,JC Medical Center,40.71653978,-74.04963791,43974,Subscriber,1960,1
202,58:25.1,01:47.4,3187,Warren St,40.7211236,-74.03805095,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,41696,Customer,1970,0
304,59:48.8,04:53.1,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,41244,Customer,1970,0
131,00:20.8,02:32.3,3202,Newport PATH,40.7272235,-74.0337589,3199,Newport Pkwy,40.7287448,-74.0321082,42614,Customer,1970,0
441,08:36.3,15:57.5,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,33361,Customer,1970,0
377,10:36.6,16:54.4,3681,Grand St,40.71517768,-74.03768331,3202,Newport PATH,40.7272235,-74.0337589,28426,Customer,1970,0
357,11:48.2,17:45.6,3273,Manila & 1st,40.72165072,-74.04288411,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42596,Subscriber,1983,1
253,14:01.3,18:14.8,3205,JC Medical Center,40.71653978,-74.04963791,3186,Grove St PATH,40.71958612,-74.04311746,43974,Customer,1970,0
105,17:39.1,19:25.0,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3639,Harborside,40.7192517,-74.034234,46527,Customer,1970,0
239,20:07.1,24:06.7,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,44911,Customer,1970,0
472,20:11.1,28:03.2,3272,Jersey & 3rd,40.72333159,-74.04595256,3272,Jersey & 3rd,40.72333159,-74.04595256,40796,Customer,1970,0
362,23:34.0,29:36.4,3278,Monmouth and 6th,40.72568548,-74.04879034,3186,Grove St PATH,40.71958612,-74.04311746,32540,Customer,1970,0
235,26:10.4,30:05.5,3186,Grove St PATH,40.71958612,-74.04311746,3205,JC Medical Center,40.71653978,-74.04963791,43974,Customer,1970,0
217,26:52.0,30:29.3,3681,Grand St,40.71517768,-74.03768331,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42174,Customer,1970,0
212,28:25.7,31:57.7,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,44683,Subscriber,1987,1
104,28:45.7,30:29.9,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3639,Harborside,40.7192517,-74.034234,42117,Customer,1970,0
214,32:46.1,36:21.0,3201,Dey St,40.737711,-74.066921,3640,Journal Square,40.73367,-74.0625,40306,Customer,1970,0
435,36:51.9,44:06.9,3209,Brunswick St,40.7241765,-74.0506564,3206,Hilltop,40.7311689,-74.0575736,38641,Customer,1970,0
532,39:30.0,48:22.7,3203,Hamilton Park,40.72759597,-74.04424731,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,33652,Customer,1970,0
399,44:27.7,51:07.6,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3186,Grove St PATH,40.71958612,-74.04311746,44505,Customer,1970,0
264,57:53.0,02:17.3,3206,Hilltop,40.7311689,-74.0575736,3209,Brunswick St,40.7241765,-74.0506564,38641,Customer,1970,0
518,06:44.6,15:23.6,3272,Jersey & 3rd,40.72333159,-74.04595256,3206,Hilltop,40.7311689,-74.0575736,40796,Customer,1970,0
471,10:19.6,18:11.4,3268,Lafayette Park,40.71346383,-74.06285852,3186,Grove St PATH,40.71958612,-74.04311746,28367,Customer,1970,0
305,16:54.9,22:00.3,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,46530,Customer,1970,0
463,22:25.2,30:08.5,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3185,City Hall,40.7177325,-74.043845,39685,Customer,1970,0
137,26:18.3,28:36.1,3639,Harborside,40.7192517,-74.034234,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,43997,Customer,1970,0
175,27:31.6,30:27.0,3203,Hamilton Park,40.72759597,-74.04424731,3211,Newark Ave,40.72152515,-74.04630454,31496,Customer,1970,0
582,29:51.1,39:33.4,3186,Grove St PATH,40.71958612,-74.04311746,3225,Baldwin at Montgomery,40.7236589,-74.0641943,41838,Customer,1970,0
807,37:16.4,50:43.8,3198,Heights Elevator,40.74871595,-74.0404433,3202,Newport PATH,40.7272235,-74.0337589,45339,Customer,1970,0
328,43:04.1,48:32.8,3269,Brunswick & 6th,40.72601173,-74.05038893,3273,Manila & 1st,40.72165072,-74.04288411,30053,Customer,1970,0
197,44:41.3,47:58.8,3211,Newark Ave,40.72152515,-74.04630454,3203,Hamilton Park,40.72759597,-74.04424731,31321,Customer,1970,0
454,45:22.4,52:56.8,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3209,Brunswick St,40.7241765,-74.0506564,41838,Customer,1970,0
2498,47:39.4,29:18.2,3210,Pershing Field,40.74267714,-74.05178863,3210,Pershing Field,40.74267714,-74.05178863,35358,Customer,1970,0
202,56:13.4,59:36.3,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,42331,Customer,1970,0
435,00:23.4,07:39.3,3206,Hilltop,40.7311689,-74.0575736,3275,Columbus Drive,40.7183552,-74.03891444,40796,Subscriber,1987,1
399,01:31.9,08:11.2,3193,Lincoln Park,40.7246051,-74.07840595,3280,Astor Place,40.7192822,-74.07126188,41002,Subscriber,1960,1
400,06:41.8,13:22.2,3186,Grove St PATH,40.71958612,-74.04311746,3267,Morris Canal,40.71241882,-74.03852552,44209,Customer,1970,0
223,19:33.3,23:16.8,3186,Grove St PATH,40.71958612,-74.04311746,3276,Marin Light Rail,40.71458404,-74.04281706,46340,Subscriber,1987,1
240,19:47.4,23:47.6,3273,Manila & 1st,40.72165072,-74.04288411,3269,Brunswick & 6th,40.72601173,-74.05038893,42542,Subscriber,1960,1
750,31:48.2,44:18.7,3194,McGinley Square,40.72533993,-74.06762213,3276,Marin Light Rail,40.71458404,-74.04281706,33959,Customer,1970,0
1110,32:00.1,50:30.5,3267,Morris Canal,40.71241882,-74.03852552,3267,Morris Canal,40.71241882,-74.03852552,44209,Customer,1970,0
587,35:20.2,45:07.8,3267,Morris Canal,40.71241882,-74.03852552,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,27654,Customer,1970,0
524,44:00.7,52:45.5,3199,Newport Pkwy,40.7287448,-74.0321082,3214,Essex Light Rail,40.7127742,-74.0364857,44664,Customer,1970,0
819,54:23.9,08:02.9,3198,Heights Elevator,40.74871595,-74.0404433,3270,Jersey & 6th St,40.72528911,-74.04557168,42280,Customer,1970,0
1746,58:11.7,27:18.3,3187,Warren St,40.7211236,-74.03805095,3187,Warren St,40.7211236,-74.03805095,42494,Customer,1970,0
299,08:47.7,13:47.6,3280,Astor Place,40.7192822,-74.07126188,3194,McGinley Square,40.72533993,-74.06762213,45582,Customer,1970,0
594,09:38.3,19:33.0,3270,Jersey & 6th St,40.72528911,-74.04557168,3272,Jersey & 3rd,40.72333159,-74.04595256,42108,Customer,1970,0
578,11:53.2,21:31.9,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,3202,Newport PATH,40.7272235,-74.0337589,42417,Customer,1970,0
303,12:10.5,17:14.3,3275,Columbus Drive,40.7183552,-74.03891444,3199,Newport Pkwy,40.7287448,-74.0321082,42456,Customer,1970,0
440,19:15.1,26:35.2,3186,Grove St PATH,40.71958612,-74.04311746,3202,Newport PATH,40.7272235,-74.0337589,38930,Customer,1970,0
320,21:44.6,27:05.3,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,45582,Customer,1970,0
69,22:07.4,23:16.7,3272,Jersey & 3rd,40.72333159,-74.04595256,3270,Jersey & 6th St,40.72528911,-74.04557168,42108,Customer,1970,0
742,31:24.0,43:46.1,3681,Grand St,40.71517768,-74.03768331,3199,Newport Pkwy,40.7287448,-74.0321082,33911,Customer,1970,0
259,36:23.8,40:43.5,3677,Glenwood Ave,40.72755147,-74.07106072,3195,Sip Ave,40.7308971,-74.06391263,43544,Customer,1970,0
705,44:41.5,56:26.6,3209,Brunswick St,40.7241765,-74.0506564,3196,Riverview Park,40.7443187,-74.0439909,34333,Customer,1970,0
224,45:14.1,48:58.3,3276,Marin Light Rail,40.71458404,-74.04281706,3213,Van Vorst Park,40.71848892,-74.04772663,41369,Customer,1970,0
211,49:35.4,53:06.8,3269,Brunswick & 6th,40.72601173,-74.05038893,3272,Jersey & 3rd,40.72333159,-74.04595256,40866,Customer,1970,0
397,54:22.7,01:00.3,3192,Liberty Light Rail,40.7112423,-74.0557013,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,43634,Subscriber,1992,2
329,55:11.8,00:41.0,3192,Liberty Light Rail,40.7112423,-74.0557013,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,44418,Subscriber,1996,1
533,01:19.0,10:12.2,3203,Hamilton Park,40.72759597,-74.04424731,3276,Marin Light Rail,40.71458404,-74.04281706,46529,Subscriber,1985,1
1374,01:48.7,24:42.8,3202,Newport PATH,40.7272235,-74.0337589,3198,Heights Elevator,40.74871595,-74.0404433,42470,Customer,1970,0
261,03:03.1,07:24.4,3214,Essex Light Rail,40.7127742,-74.0364857,3275,Columbus Drive,40.7183552,-74.03891444,42370,Customer,1970,0
334,03:13.4,08:47.5,3279,Dixon Mills,40.72163014,-74.04996783,3187,Warren St,40.7211236,-74.03805095,27102,Customer,1970,0
173,11:32.9,14:25.9,3195,Sip Ave,40.7308971,-74.06391263,3194,McGinley Square,40.72533993,-74.06762213,43544,Customer,1970,0
208,17:08.0,20:36.5,3203,Hamilton Park,40.72759597,-74.04424731,3273,Manila & 1st,40.72165072,-74.04288411,44388,Subscriber,1989,1
1838,20:45.1,51:23.2,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42396,Customer,1970,0
208,23:05.3,26:34.0,3272,Jersey & 3rd,40.72333159,-74.04595256,3269,Brunswick & 6th,40.72601173,-74.05038893,40866,Customer,1970,0
1261,29:14.6,50:15.8,3195,Sip Ave,40.7308971,-74.06391263,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,45582,Subscriber,1993,1
580,29:57.0,39:37.6,3187,Warren St,40.7211236,-74.03805095,3279,Dixon Mills,40.72163014,-74.04996783,31287,Customer,1970,0
177,32:39.7,35:36.8,3213,Van Vorst Park,40.71848892,-74.04772663,3276,Marin Light Rail,40.71458404,-74.04281706,41369,Customer,1970,0
187,33:39.5,36:47.4,3275,Columbus Drive,40.7183552,-74.03891444,3214,Essex Light Rail,40.7127742,-74.0364857,42370,Customer,1970,0
235,35:09.8,39:05.7,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,42108,Customer,1970,0
732,40:46.6,52:59.6,3192,Liberty Light Rail,40.7112423,-74.0557013,3273,Manila & 1st,40.72165072,-74.04288411,40168,Customer,1970,0
992,42:19.3,58:51.9,3199,Newport Pkwy,40.7287448,-74.0321082,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,33911,Customer,1970,0
1103,46:49.9,05:13.2,3193,Lincoln Park,40.7246051,-74.07840595,3186,Grove St PATH,40.71958612,-74.04311746,49257,Customer,1970,0
